metric,true_relative_effect,n_total,estimator,replications,power,power_lo,power_hi,mean_se,effective_variance
revenue_p10,0.1,117428,lin_adjusted,1500,0.96,0.948851454247777,0.968798469489656,0.44578568213901615,5833.966137765143
revenue_p10,0.1,159366,lin_adjusted,1500,0.9906666666666667,0.9843943504914645,0.9944322348284642,0.38272232829777114,5835.838716785116
revenue_p10,0.1,29356,post_stratified,1500,0.43333333333333335,0.4084579972564933,0.4585492601728643,0.9753763119952288,6982.023334060376
revenue_p10,0.1,41938,post_stratified,1500,0.544,0.5187147042461345,0.5690605058504895,0.8155691048037232,6973.7962585056275
revenue_p10,0.1,58714,post_stratified,1500,0.6953333333333334,0.6715665347346313,0.7181022009973512,0.6908921963916085,7006.518158830619
revenue_p10,0.1,83876,post_stratified,1500,0.81,0.7893648920752465,0.829051360878241,0.5765469489121906,6970.229472385779
revenue_p10,0.1,117428,post_stratified,1500,0.9213333333333333,0.906607929274484,0.9339062037719765,0.48831426441563947,7000.200747158773
revenue_p10,0.1,159366,post_stratified,1500,0.972,0.962369637905843,0.9792189794943057,0.41918314583160554,7000.729640175982
sessions_m3,0.02,43496,cuped,1500,0.4666666666666667,0.4415372020498134,0.49196642666486534,0.03163806754139835,10.884518613257908
sessions_m3,0.02,62136,cuped,1500,0.6006666666666667,0.5756549701327582,0.6251640711489119,0.026469444001309246,10.883609188781021
sessions_m3,0.02,86992,cuped,1500,0.7506666666666667,0.728151412706422,0.7719012993591937,0.0223689291989283,10.882024870782995
sessions_m3,0.02,124274,cuped,1500,0.888,0.8710390412190304,0.9029787205421088,0.018715018595397502,10.88180180839859
sessions_m3,0.02,173984,cuped,1500,0.97,0.9600945147964701,0.9775043203265592,0.015814936331768257,10.878880737393224
sessions_m3,0.02,236120,cuped,1500,0.9906666666666667,0.9843943504914645,0.9944322348284642,0.013577016881370687,10.881317918046364
sessions_m3,0.02,43496,cuped_plus_strata,1500,0.4713333333333333,0.44617733388591935,0.4966357868087044,0.031478831737113896,10.775229800079597
sessions_m3,0.02,62136,cuped_plus_strata,1500,0.6086666666666667,0.583720869242713,0.6330573011474342,0.026336269179627066,10.774368020203765
sessions_m3,0.02,86992,cuped_plus_strata,1500,0.7613333333333333,0.739111235690927,0.7822203151859916,0.022255792495690947,10.77222587594554
sessions_m3,0.02,124274,cuped_plus_strata,1500,0.886,0.8689211361513607,0.9011068433326592,0.01862017216544162,10.771784846177034
sessions_m3,0.02,173984,cuped_plus_strata,1500,0.972,0.962369637905843,0.9792189794943057,0.015734785526565848,10.768890853263366
sessions_m3,0.02,236120,cuped_plus_strata,1500,0.9893333333333333,0.9827430427895784,0.9934236876789372,0.013508145913036467,10.771204454645382
sessions_m3,0.02,43496,diff_in_means,1500,0.364,0.3400270074743273,0.38866779768156207,0.0365302742735663,14.51092824527053
sessions_m3,0.02,62136,diff_in_means,1500,0.4746666666666667,0.44949306496533886,0.49996969285781706,0.030568424477860883,14.515413484961604
sessions_m3,0.02,86992,diff_in_means,1500,0.632,0.6072863311326053,0.6560392991572668,0.02582880497959177,14.508681620821466
sessions_m3,0.02,124274,diff_in_means,1500,0.7833333333333333,0.7617752917934527,0.8034438641317777,0.021610743664954205,14.509742654883143
sessions_m3,0.02,173984,diff_in_means,1500,0.9113333333333333,0.8958772469580152,0.9246879747028489,0.018261424613780528,14.505029939712637
sessions_m3,0.02,236120,diff_in_means,1500,0.964,0.953325076335369,0.9723044119563026,0.015678235511333693,14.509991268244312
sessions_m3,0.02,43496,lin_adjusted,1500,0.4666666666666667,0.4415372020498134,0.49196642666486534,0.031639557059200824,10.885543521992966
sessions_m3,0.02,62136,lin_adjusted,1500,0.6006666666666667,0.5756549701327582,0.6251640711489119,0.026470319613029706,10.884329262341293
sessions_m3,0.02,86992,lin_adjusted,1500,0.7506666666666667,0.728151412706422,0.7719012993591937,0.022369381378033477,10.88246482693459
sessions_m3,0.02,124274,lin_adjusted,1500,0.888,0.8710390412190304,0.9029787205421088,0.018715189936373687,10.882001060894117
