metric,true_relative_effect,n_total,estimator,replications,power,power_lo,power_hi,mean_se,effective_variance
sessions_m3,0.02,173984,lin_adjusted,1500,0.97,0.9600945147964701,0.9775043203265592,0.015814973783061487,10.878932261930078
sessions_m3,0.02,236120,lin_adjusted,1500,0.9906666666666667,0.9843943504914645,0.9944322348284642,0.013576999467671307,10.881290005600025
sessions_m3,0.02,43496,post_stratified,1500,0.448,0.4229988266715707,0.4732668341233282,0.03221350551549484,11.284057861427781
sessions_m3,0.02,62136,post_stratified,1500,0.6006666666666667,0.5756549701327582,0.6251640711489119,0.026951457574885016,11.283603470091785
sessions_m3,0.02,86992,post_stratified,1500,0.732,0.7090138638881273,0.7538008802577084,0.022776221094517126,11.281910867287918
sessions_m3,0.02,124274,post_stratified,1500,0.878,0.8604647922485368,0.893604058127006,0.019055234406424718,11.281033190940004
sessions_m3,0.02,173984,post_stratified,1500,0.966,0.9555730400929953,0.9740462304757956,0.016101885901358602,11.277239653827813
sessions_m3,0.02,236120,post_stratified,1500,0.99,0.9835660953982986,0.9939305624959235,0.013823768840074958,11.280431409234128
sessions_m3,0.03,19332,cuped,1500,0.452,0.4269683425493188,0.4772768827998186,0.04764553933685821,10.971380824577597
sessions_m3,0.03,27616,cuped,1500,0.61,0.585065858213312,0.634372167028248,0.039875787204615216,10.977901309416257
sessions_m3,0.03,38664,cuped,1500,0.7486666666666667,0.7260984383377286,0.7699644914507678,0.03369216778117601,10.972477533237644
sessions_m3,0.03,55232,cuped,1500,0.8933333333333333,0.8766947051717873,0.9079624759950033,0.028191294866499166,10.97389565909865
sessions_m3,0.03,77326,cuped,1500,0.9606666666666667,0.9495951286445223,0.9693847225186172,0.023835387120911686,10.982721567526767
sessions_m3,0.03,104942,cuped,1500,0.9906666666666667,0.9843943504914645,0.9944322348284642,0.02045607466116623,10.97827096239631
sessions_m3,0.03,19332,cuped_plus_strata,1500,0.4553333333333333,0.4302775221157367,0.48061734036193277,0.04740841660555406,10.862447645066226
sessions_m3,0.03,27616,cuped_plus_strata,1500,0.6133333333333333,0.588429176036808,0.637658486333284,0.03967584504896728,10.868088185134063
sessions_m3,0.03,38664,cuped_plus_strata,1500,0.7533333333333333,0.7308896799583833,0.7744827418100579,0.03352198612773204,10.861911872460006
sessions_m3,0.03,55232,cuped_plus_strata,1500,0.8946666666666667,0.8781104836132213,0.9092065524049823,0.028048550129434625,10.863045837529926
sessions_m3,0.03,77326,cuped_plus_strata,1500,0.9586666666666667,0.9473662756084309,0.9676237932775893,0.02371467847341962,10.871764477600644
sessions_m3,0.03,104942,cuped_plus_strata,1500,0.9906666666666667,0.9843943504914645,0.9944322348284642,0.020352274295699236,10.867139442943113
sessions_m3,0.03,19332,diff_in_means,1500,0.36933333333333335,0.34527233197911533,0.3940618925824254,0.05503610486428308,14.639025729110214
sessions_m3,0.03,27616,diff_in_means,1500,0.4886666666666667,0.4634314047282225,0.5139598290347684,0.046043391081004914,14.636437624893658
sessions_m3,0.03,38664,diff_in_means,1500,0.6253333333333333,0.6005472006924305,0.6494791553403773,0.03890115967190085,14.627559963431798
sessions_m3,0.03,55232,diff_in_means,1500,0.798,0.7769325374819857,0.8175450218087862,0.032553222677187896,14.632507530507372
sessions_m3,0.03,77326,diff_in_means,1500,0.9046666666666666,0.8887542938282745,0.9185116535755252,0.027522858405860315,14.643760775847506
sessions_m3,0.03,104942,diff_in_means,1500,0.9666666666666667,0.9563241640542839,0.9746250339402134,0.02362014287087722,14.637077955903125
sessions_m3,0.03,19332,lin_adjusted,1500,0.4513333333333333,0.42630664287502185,0.4766086550484091,0.047651164074324036,10.973971404105177
sessions_m3,0.03,27616,lin_adjusted,1500,0.61,0.585065858213312,0.634372167028248,0.03987835886567506,10.979317324178275
sessions_m3,0.03,38664,lin_adjusted,1500,0.7486666666666667,0.7260984383377286,0.7699644914507678,0.033693258776374184,10.973188150268605
sessions_m3,0.03,55232,lin_adjusted,1500,0.8933333333333333,0.8766947051717873,0.9079624759950033,0.02819182769579323,10.974310487034895
sessions_m3,0.03,77326,lin_adjusted,1500,0.9606666666666667,0.9495951286445223,0.9693847225186172,0.023835478346276105,10.982805636200752
sessions_m3,0.03,104942,lin_adjusted,1500,0.9906666666666667,0.9843943504914645,0.9944322348284642,0.020456043753776715,10.9782377879534
sessions_m3,0.03,19332,post_stratified,1500,0.44733333333333336,0.4223373999937156,0.4725983333754769,0.04852057663900083,11.378072645223112
sessions_m3,0.03,27616,post_stratified,1500,0.5833333333333334,0.5582023202927646,0.6080386079205387,0.0406002489246652,11.380416988789944
sessions_m3,0.03,38664,post_stratified,1500,0.7313333333333333,0.7083313345671101,0.7531534821530192,0.03430251634258956,11.373620956773406
sessions_m3,0.03,55232,post_stratified,1500,0.882,0.8646899764543662,0.8973584384754153,0.028701236785621323,11.37449179167957
sessions_m3,0.03,77326,post_stratified,1500,0.954,0.9421892993629764,0.9634912775430988,0.02426754807689059,11.38458885804341
sessions_m3,0.03,104942,post_stratified,1500,0.9886666666666667,0.9819247435172263,0.9929120595255831,0.020826556965637875,11.379529410489564
sessions_m3,0.05,6960,cuped,1500,0.45466666666666666,0.4296155954333122,0.47994933961865094,0.0801523561286142,11.178456335764665
sessions_m3,0.05,9942,cuped,1500,0.592,0.5669246580963194,0.6166053266511671,0.06703765425482491,11.169954037197765
sessions_m3,0.05,13918,cuped,1500,0.7506666666666667,0.728151412706422,0.7719012993591937,0.05666577836983565,11.172710819923351
sessions_m3,0.05,19884,cuped,1500,0.8813333333333333,0.8639853711631557,0.8967331163409192,0.04741313178585609,11.174833181808241
sessions_m3,0.05,27838,cuped,1500,0.9653333333333334,0.9548228339303267,0.9734665092127578,0.040065257834655775,11.171562589645145
sessions_m3,0.05,37780,cuped,1500,0.992,0.9860686657808817,0.9954177743904598,0.0343915074715457,11.17131730033205
sessions_m3,0.05,6960,cuped_plus_strata,1500,0.456,0.43093949414951055,0.4812852957538654,0.07976971593404228,11.07198118954417
sessions_m3,0.05,9942,cuped_plus_strata,1500,0.5993333333333334,0.5743113229414238,0.6238478634888336,0.06671025090932545,11.061115206105306
sessions_m3,0.05,13918,cuped_plus_strata,1500,0.7486666666666667,0.7260984383377286,0.7699644914507678,0.05638533853082981,11.06239662310164
sessions_m3,0.05,19884,cuped_plus_strata,1500,0.886,0.8689211361513607,0.9011068433326592,0.04717490838952354,11.062821220334454
sessions_m3,0.05,27838,cuped_plus_strata,1500,0.9646666666666667,0.9540735206139236,0.9728858951034544,0.039862577796381145,11.058820243110585
sessions_m3,0.05,37780,cuped_plus_strata,1500,0.992,0.9860686657808817,0.9954177743904598,0.03421647932261788,11.057898633585866
sessions_m3,0.05,6960,diff_in_means,1500,0.36933333333333335,0.34527233197911533,0.3940618925824254,0.09259647903620366,14.918947798029661
sessions_m3,0.05,9942,diff_in_means,1500,0.47333333333333333,0.4481666375166663,0.49863626545507667,0.07742808093054884,14.900840229578533
sessions_m3,0.05,13918,diff_in_means,1500,0.6253333333333333,0.6005472006924305,0.6494791553403773,0.06546197208794585,14.910596233062824
sessions_m3,0.05,19884,diff_in_means,1500,0.7706666666666667,0.7487162226820377,0.7912343121547708,0.05475623434590191,14.904276887924086
sessions_m3,0.05,27838,diff_in_means,1500,0.902,0.8859113811407675,0.9160348565602066,0.04626492292949211,14.896413710409202
sessions_m3,0.05,37780,diff_in_means,1500,0.9693333333333334,0.9593383815855345,0.9769305261117887,0.03971463669473744,14.897148613823639
sessions_m3,0.05,6960,lin_adjusted,1500,0.45466666666666666,0.4296155954333122,0.47994933961865094,0.08017333182583565,11.18430785673666
sessions_m3,0.05,9942,lin_adjusted,1500,0.592,0.5669246580963194,0.6166053266511671,0.06705000767700205,11.174071122537535
sessions_m3,0.05,13918,lin_adjusted,1500,0.7506666666666667,0.728151412706422,0.7719012993591937,0.05667227404443346,11.17527245255575
sessions_m3,0.05,19884,lin_adjusted,1500,0.8813333333333333,0.8639853711631557,0.8967331163409192,0.04741549477391186,11.175947078079323
sessions_m3,0.05,27838,lin_adjusted,1500,0.9653333333333334,0.9548228339303267,0.9734665092127578,0.040065820464895735,11.171876352911033
sessions_m3,0.05,37780,lin_adjusted,1500,0.992,0.9860686657808817,0.9954177743904598,0.03439121434591852,11.17112687044538
sessions_m3,0.05,6960,post_stratified,1500,0.4553333333333333,0.4302775221157367,0.48061734036193277,0.08165235268426348,11.600765656043107
sessions_m3,0.05,9942,post_stratified,1500,0.5826666666666667,0.5575316993323687,0.607379301455228,0.06827309324662004,11.58545053236299
sessions_m3,0.05,13918,post_stratified,1500,0.7346666666666667,0.71174462667596,0.7563898271727016,0.05771127515804044,11.588792360037171
sessions_m3,0.05,19884,post_stratified,1500,0.8593333333333333,0.8408193912145902,0.8760114912411726,0.048281729429117175,11.58802434682907
sessions_m3,0.05,27838,post_stratified,1500,0.956,0.9444041499014111,0.9652662092817834,0.040790325269324766,11.579568498300322
sessions_m3,0.05,37780,post_stratified,1500,0.994,0.9886360400281666,0.9968401824202942,0.035013275881749156,11.578904013890602
